subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet,measurement,measurements,y0,y0.25,y0.5,y0.75,y1,y1.25,y1.5,y1.75,y2,y2.25,y2.5,y2.75,y3,y3.25,y3.5,y3.75,y4,y4.25,y4.5,y4.75,y5,y5.25,y5.5,y5.75,y6,y6.25,y6.5,y6.75,y7,y7.25,y7.5,y7.75,y8,y8.25,y8.5,y8.75,y9,y9.25,y9.5,y9.75,y10,y10.25,y10.5,y10.75,y11,y11.25,y11.5,y11.75,y12,y12.25,y12.5,y12.75,y13,y13.25,y13.5,y13.75,y14,y14.25,y14.5,y14.75,y15,y15.25,y15.5,y15.75,y16,y16.25,y16.5,y16.75,y17,y17.25,y17.5,y17.75,y18,y18.25,y18.5,y18.75,y19,y19.25,y19.5,y19.75,y20,y20.25,y20.5,y20.75,y21,y21.25,y21.5,y21.75,y22,y22.25,y22.5,y22.75,y23,y23.25,y23.5,y23.75,y24,y24.25,y24.5,y24.75,y25,y25.25,y25.5,y25.75,y26,y26.25,y26.5,y26.75,y27,y27.25,y27.5,y27.75,y28,y28.25,y28.5,y28.75,y29,y29.25,y29.5,y29.75,y30,y30.25,y30.5,y30.75,y31,y31.25,y31.5,y31.75,y32,y32.25,y32.5,y32.75,y33,y33.25,y33.5,y33.75,y34,y34.25,y34.5,y34.75,y35,y35.25,y35.5,y35.75,y36,y36.25,y36.5,y36.75,y37,y37.25,y37.5,y37.75,y38,y38.25,y38.5,y38.75,y39,y39.25,y39.5,y39.75,y40,y40.25,y40.5,y40.75,y41,y41.25,y41.5,y41.75,y42,y42.25,y42.5,y42.75,y43,y43.25,y43.5,y43.75,y44,y44.25,y44.5,y44.75,y45,y45.25,y45.5,y45.75,y46,y46.25,y46.5,y46.75,y47,y47.25,y47.5,y47.75,y48,y48.25,y48.5,y48.75,y49,y49.25,y49.5,y49.75,y50,y50.25,y50.5,y50.75,y51,y51.25,y51.5,y51.75,y52,y52.25,y52.5,y52.75,y53,y53.25,y53.5,y53.75,y54,y54.25,y54.5,y54.75,y55,y55.25,y55.5,y55.75,y56,y56.25,y56.5,y56.75,y57,y57.25,y57.5,y57.75,y58,y58.25,y58.5,y58.75,y59,y59.25,y59.5,y59.75,y60,y60.25,y60.5,y60.75,y61,y61.25,y61.5,y61.75,y62,y62.25,y62.5,y62.75,y63,y63.25,y63.5,y63.75,y64,y64.25,y64.5,y64.75,y65,y65.25,y65.5,y65.75,y66,y66.25,y66.5,y66.75,y67,y67.25,y67.5,y67.75,y68,y68.25,y68.5,y68.75,y69,y69.25,y69.5,y69.75,y70
Or-Rh-123,1980-06-01,2004-11-07,24.43,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,34,,,,41.5,,,,,,53.5,30,,,,,62,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-124,1979-12-01,2007-12-11,28.03,Rhesus Indian-derived,Female,Social,Inside,Chow,Lymphocytes-%,41,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,31,,,,29,,52,,55,,,,,,72,,,,,,,,,,,,,,,73,,,,54.3,49.4,53.7,47.6,54.2,36.4,46.2,43.8,44,62.3,44.3,,,,,,,43.4,,,,28.7,40.2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-125,1980-06-01,,,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,27,54,,,,,,21,,36,,,,36.5,,47,,,35,,,,,43,,,,,59,,,48,,,51.7,47.5,33.4,36.4,38.1,40.9,24.5,,,,,,,,,,,,,,,,,,35.4,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-126,1980-04-01,,,Rhesus Indian-derived,Female,Social,Inside,Chow,Lymphocytes-%,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,75,,48,41,36,41,38,45,34,54,54.5,57,,,,,22.5,25,40,,,36,38,,,60,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,43.1,,50.2,,38.4,53.8,56.4,59.6,59,52,56,62.5,62.5,66,65.5,59.5,61,63,54,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-127,1981-03-01,,,Rhesus Indian-derived,Female,Social,Inside,Chow,Lymphocytes-%,51,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,53,,,,,,,,,,,,,47.5,24,,20,41,,,,30,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,49,53.5,68,63.8,64,68.5,67.5,60.2,59,73,75,72,64.2,72,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-128,1981-01-01,,,Rhesus Indian-derived,Female,Social,Inside,Chow,Lymphocytes-%,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,62,,56,,53,49,46,36.5,47,42,37.5,42,,,,,24,,18,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,33.3,30,32.8,37.3,27.8,,,,,,,42.9,,,37.1,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-129,1981-05-01,,,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,58,73,66,62,52,46,60,49,55,61,57,36,,,56,,,41,33,,,44,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,59.7,,,,48.3,47.2,60,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-13,1978-07-24,2002-06-10,23.88,Rhesus Indian-derived,Female,Mixed,Inside,Chow,Lymphocytes-%,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,16.5,32,,,,,,,,,,,,,,29,,,,30,,,30,27,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-130,1981-04-01,,,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,57,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,42,,,,,,54,70,,,,44,,,45,,48.5,23,41,,,,,,,48,,43,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,40.4,50.5,,48.9,45.8,60,55.5,61.95,70,62.5,61,59.7,62,64,61.95,81,65,65,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-131,1982-05-01,,,Rhesus Indian-derived,Male,Social,Inside,Chow,Lymphocytes-%,51,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,57,37,33,33,,28,,,25,,31,,,,,,,24,52,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,32.4,,29.4,,,56,24.7,40.05,47,32,27,37,27,29,41,56,44,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-132,1982-04-01,2008-03-17,25.96,Rhesus Indian-derived,Male,Individual,Inside,Chow,Lymphocytes-%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,34,,,13,,,,22,,,,,,,,14,,,,,,21,,,,,,,,,,,,,,,20.5,,19.2,,,,,,,,14.4,,,46,21,41,24.9,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-133,1982-08-01,,,Rhesus Indian-derived,Male,Individual,Inside,Chow,Lymphocytes-%,56,,,,,,,,,,,58,,,,,,,,,,,,,42,26.5,,60,54,55,,,,,,,,,,48,43,23,42,,48,,,40,,44,,,,,,,,,,,,,,,,57,,,,,,52,,,,,,,,,,,,,51.4,,,,,,56.1,50.35,62.5,65,57.25,60,59.9,56.35,58,69,79,70,62.15,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-134,1982-06-01,2004-12-04,22.51,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,,37,59,61,49,34,44,57,57,42,53,,,53,75,34,32,41,,,44,,,53,,,52,,35,32,,,,,,,,,,,,56,,,,,,,41.3,47.4,49.6,48.3,45.3,34.8,,50.6,47,,49.4,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-135,1982-06-01,2006-12-08,24.52,Rhesus Indian-derived,Male,Social,Inside,Chow,Lymphocytes-%,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,73,,,,,,42,,,,,,,34.6,,,,,,,,,,42.5,,,,,,,,,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-136,1982-05-01,,,Rhesus Indian-derived,Male,Social,Inside,Chow,Lymphocytes-%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,36,,,,,,35,,,,,,,,,,,,,,28.9,,,30.1,35,52,40,34.5,55,53,58,46,68,56.95,65.55,73,60,71,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-137,1984-05-01,,,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,27,,,22,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,47.1,42.7,40.7,39.8,44.6,37.8,33.2,42.2,44.1,38.95,51.75,,,,,,,,54.1,,,,52.2,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-138,1984-03-01,,,Rhesus Indian-derived,Male,Individual,Inside,Chow,Lymphocytes-%,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,29.5,,,,33,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,,,,,,,,,,,,,,59.8,,,,52.6,45,58,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-139,1985-06-14,,,Rhesus Indian-derived,Female,Social,Inside,Chow,Lymphocytes-%,26,,,,,,,,,,,,,,,31,,58,,,,,,,,,,,51,,54,,,,61,,31.5,31,,,,,,,,35,,,,,36,,,,,,,,,48,,,,,,,,,,45.5,50.4,50.4,50.3,,,,,32.2,,,,43.5,,,,,,,,,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-14,1978-06-24,2002-08-22,24.16,Rhesus Indian-derived,Female,Mixed,Inside,Chow,Lymphocytes-%,35,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,64,44,48,47,49,35,39,46,48,46,56,,,45,,,46,60,,,,,,51,,,,,35,,,,,,,45,,,,,,,,,,,,,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-140,1985-06-01,2007-06-18,22.05,Rhesus Indian-derived,Female,Social,Inside,Chow,Lymphocytes-%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5,40,,52.5,,,,,,,,,,,,,,,,,,,,,,,,54.2,42.05,37,46,,,43.1,,,,,,,,32.8,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-141,1985-02-01,2007-05-09,22.27,Rhesus Indian-derived,Female,Social,Inside,Chow,Lymphocytes-%,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,49,,,,,,,,,,,,,,,,,,,49.5,49.3,43.6,27.1,,,,42.8,,,46.9,,,,,37,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-142,1985-07-01,,,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,41,39,,,54,,,,60,41,,,,,,,,,,,,,,,,,,,,57.7,,,45.7,51.25,41.7,,56.8,,41,51.3,75,51,47.5,67,56.6,57.5,51.95,53,55,41.15,64,64,70,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-143,1985-07-13,,,Rhesus Indian-derived,Female,Social,Inside,Chow,Lymphocytes-%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,53,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,,,49.1,45.9,47,40,44,43,43,56,67,63,54.55,51,50,61,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-144,1985-03-01,,,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,37,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9,,,48,58,49.5,51.6,60,58,61,58.2,66,57,58,61,52,51,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-145,1985-05-01,,,Rhesus Indian-derived,Female,Social,Inside,Chow,Lymphocytes-%,24,,,,,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,44.2,35.7,60,52.45,42.7,,,54.5,,,43.9,,,,,46.4,,,,47.3,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-146,1985-03-01,,,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,49,,,,,,,,46,,39.5,,,,,,63.5,,,,,,,,,,,,,,,,,,,,,,,36,,,,40.5,24,,,75,32,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8,,,54.9,51,61,47,75,53.55,53,56.45,58,69,69,61,66,60.5,60.05,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-147,1985-04-01,2006-07-20,21.30,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,27,19,,,,,,,,,,,,,,,,,,,,46.6,46.7,37.9,10.6,,,43.2,,40.5,,29.1,,,,,28.7,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-148,1985-05-01,,,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,38,,,30,29,,,,,,,,,,13,,,,,,,,,,,,,,,28.2,41.4,37.8,37.6,,,,,,,,24.8,,,,,,,,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-149,1985-03-01,2004-08-14,19.45,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,29,,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-15,1978-04-22,2003-03-17,24.90,Rhesus Indian-derived,Female,Mixed,Inside,Chow,Lymphocytes-%,25,,,,,,,,,,,,,,,,,,,,,,,,,59,,,41,,,,,,,,40,,,,,,,58,,,,80,,50,,44,44,48,58,,,,41,31,,,,42,28,,,,,,,52,,,,,42,,,,,,39,,,,,,51,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-150,1985-09-15,2006-07-21,20.85,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,21,,,,74,,,,,,,,,,,,,,,,,,37,,,,38.4,,,,52.9,49.4,,49.5,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-151,1986-05-09,,,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,42,,38,43,,,,,,,,,,,,,,,,5,,,,,,,,,38,34,,,,69.4,58,44.2,50.15,49.6,59.5,69,64.7,,60.5,64,64.65,65,62.8,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or-Rh-152,1986-06-25,,,Rhesus Indian-derived,Female,Individual,Inside,Chow,Lymphocytes-%,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,42.5,26,,,,,,,,,,,,,,,,,,,,,,,,12.6,,,,,38.4,,42.4,54.3,61,42,60,58,51.9,51,45.25,,48,42,48,46.4,42,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
